HASH,HASH_W_LEADING_ZEROS,API_NAME
0xee9f50fe,0xee9f50fe,?FramePointerStackWalk@mozilla@@YAXP6AXIPEAX00@ZI0PEAPEAX0@Z
0xf4ffcfc1,0xf4ffcfc1,?GenerateRandomBytesFromOS@mozilla@@YA_NPAXI@Z
0xc3be2490,0xc3be2490,?GetAccessibilityResource@ActCtxResource@mscom@mozilla@@SA?AU123@XZ
0x802b7f40,0x802b7f40,?GetAccessibilityResourceId@ActCtxResource@mscom@mozilla@@SAGXZ
0xdfc8923b,0xdfc8923b,?GetCachedNtDllThunk@mozilla@@YAPAV?$Buffer@U_IMAGE_THUNK_DATA32@@@1@XZ
0x1075459e,0x1075459e,?GetClearedBufferForMainThreadAddMarker@base_profiler_markers_detail@mozilla@@YAPAVProfileChunkedBuffer@2@XZ
0xc5fb4dc,0x0c5fb4dc,?GetFuzzyfoxEnabled@TimeStamp@mozilla@@SA_NXZ
0x94db3cb5,0x94db3cb5,?GetOrAddIndex@UniqueJSONStrings@baseprofiler@mozilla@@AAEIABV?$Span@$$CBD$0PPPPPPPP@@3@@Z
0x66db231d,0x66db231d,?GetOrAddIndex@UniqueJSONStrings@baseprofiler@mozilla@@AEAAIAEBV?$Span@$$CBD$0?0@3@@Z
0xc55c6039,0xc55c6039,?GetPreXULSkeletonUIEnabled@mozilla@@YA_NXZ
0xf2f49244,0xf2f49244,?GetPreXULSkeletonUIErrorReason@mozilla@@YA?AV?$Maybe@W4PreXULSkeletonUIError@mozilla@@@1@XZ
0x9702c197,0x9702c197,?GetPreXULSkeletonUIWasShown@mozilla@@YA_NXZ
0x11e13c71,0x11e13c71,?GetProfilerEnvVarsForChildProcess@baseprofiler@mozilla@@YAX$$QAV?$function@$$A6AXPBD0@Z@std@@@Z
0xc3d7cccb,0xc3d7cccb,?GetProfilerEnvVarsForChildProcess@baseprofiler@mozilla@@YAX$$QEAV?$function@$$A6AXPEBD0@Z@std@@@Z
0x67a78ba6,0x67a78ba6,?GetProfilingCategoryPairInfo@baseprofiler@mozilla@@YAABUProfilingCategoryPairInfo@12@W4ProfilingCategoryPair@12@@Z
0x94ad28c1,0x94ad28c1,?GetProfilingCategoryPairInfo@baseprofiler@mozilla@@YAAEBUProfilingCategoryPairInfo@12@W4ProfilingCategoryPair@12@@Z
0x7bb46284,0x7bb46284,?GetProfilingStack@AutoProfilerLabel@baseprofiler@mozilla@@SAPAVProfilingStack@23@XZ
0x5dbe40a3,0x5dbe40a3,?GetProfilingStack@AutoProfilerLabel@baseprofiler@mozilla@@SAPEAVProfilingStack@23@XZ
